gene,kegg_id,alia
PGM3,hsa:5238,IMD23
PGM3,hsa:5238,PAGM
PGM3,hsa:5238,PGM_3
PGM3,hsa:5238,phosphoglucomutase 3
GNPNAT1,hsa:64841,GNA1
GNPNAT1,hsa:64841,GNPNAT
GNPNAT1,hsa:64841,Gpnat1
GNPNAT1,hsa:64841,RHZDAN
GNPNAT1,hsa:64841,glucosamine-phosphate N-acetyltransferase 1
UAP1,hsa:6675,AGX
UAP1,hsa:6675,AGX1
UAP1,hsa:6675,AGX2
UAP1,hsa:6675,SPAG2
UAP1,hsa:6675,UDP-N-acetylglucosamine pyrophosphorylase 1
GNE,hsa:10020,DMRV
GNE,hsa:10020,GLCNE
GNE,hsa:10020,IBM2
GNE,hsa:10020,NM
GNE,hsa:10020,Uae1
GNE,hsa:10020,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase
RENBP,hsa:5973,RBP
RENBP,hsa:5973,RNBP
RENBP,hsa:5973,renin binding protein
NPL,hsa:80896,C112
NPL,hsa:80896,C1orf13
NPL,hsa:80896,NAL
NPL,hsa:80896,NPL1
NPL,hsa:80896,N-acetylneuraminate pyruvate lyase
NANS,hsa:54187,HEL-S-100
NANS,hsa:54187,SAS
NANS,hsa:54187,SEMDCG
NANS,hsa:54187,SEMDG
NANS,hsa:54187,N-acetylneuraminate synthase
NANP,hsa:140838,C20orf147
NANP,hsa:140838,HDHD4
NANP,hsa:140838,dJ694B14.3
NANP,hsa:140838,N-acetylneuraminic acid phosphatase
CMAS,hsa:55907,CSS
CMAS,hsa:55907,cytidine monophosphate N-acetylneuraminic acid synthetase
GNPDA1,hsa:10007,GNP1
GNPDA1,hsa:10007,GNPDA
GNPDA1,hsa:10007,GNPI
GNPDA1,hsa:10007,GPI
GNPDA1,hsa:10007,HLN
GNPDA1,hsa:10007,glucosamine-6-phosphate deaminase 1
GNPDA2,hsa:132789,GNP2
GNPDA2,hsa:132789,SB52
GNPDA2,hsa:132789,glucosamine-6-phosphate deaminase 2
UXS1,hsa:80146,SDR6E1
UXS1,hsa:80146,UGD
UXS1,hsa:80146,UDP-glucuronate decarboxylase 1
Neomycin,path:hsa00524,kanamycin and gentamicin biosynthesis - Homo sapiens (human)
GALK2,hsa:2585,GK2
GALK2,hsa:2585,galactokinase 2
IDS,hsa:3423,ID2S
IDS,hsa:3423,MPS2
IDS,hsa:3423,SIDS
IDS,hsa:3423,iduronate 2-sulfatase
IDUA,hsa:3425,IDA
IDUA,hsa:3425,MPS1
IDUA,hsa:3425,MPSI
IDUA,hsa:3425,alpha-L-iduronidase
ARSB,hsa:411,ASB
ARSB,hsa:411,G4S
ARSB,hsa:411,MPS6
ARSB,hsa:411,arylsulfatase B
HYAL4,hsa:23553,CSHY
HYAL4,hsa:23553,HYAL-4
HYAL4,hsa:23553,hyaluronidase 4
HPSE,hsa:10855,HPA
HPSE,hsa:10855,HPA1
HPSE,hsa:10855,HPR1
HPSE,hsa:10855,HPSE1
HPSE,hsa:10855,HSE1
HPSE,hsa:10855,heparanase
HPSE2,hsa:60495,HPA2
HPSE2,hsa:60495,HPR2
HPSE2,hsa:60495,UFS
HPSE2,hsa:60495,UFS1
HPSE2,hsa:60495,heparanase 2 (inactive)
SGSH,hsa:6448,HSS
SGSH,hsa:6448,MPS3A
SGSH,hsa:6448,SFMD
SGSH,hsa:6448,N-sulfoglucosamine sulfohydrolase
HGSNAT,hsa:138050,HGNAT
HGSNAT,hsa:138050,MPS3C
HGSNAT,hsa:138050,RP73
HGSNAT,hsa:138050,TMEM76
HGSNAT,hsa:138050,heparan-alpha-glucosaminide N-acetyltransferase
GNS,hsa:2799,G6S
GNS,hsa:2799,glucosamine (N-acetyl)-6-sulfatase
GALNS,hsa:2588,GALNAC6S
GALNS,hsa:2588,GAS
GALNS,hsa:2588,GalN6S
GALNS,hsa:2588,MPS4A
GALNS,hsa:2588,galactosamine (N-acetyl)-6-sulfatase
HYAL1,hsa:3373,HYAL-1
HYAL1,hsa:3373,LUCA1
HYAL1,hsa:3373,MPS9
HYAL1,hsa:3373,NAT6
HYAL1,hsa:3373,hyaluronidase 1
SPAM1,hsa:6677,HEL-S-96n
SPAM1,hsa:6677,HYA1
SPAM1,hsa:6677,HYAL1
SPAM1,hsa:6677,HYAL3
SPAM1,hsa:6677,HYAL5
SPAM1,hsa:6677,PH-20
SPAM1,hsa:6677,PH20
SPAM1,hsa:6677,SPAG15
SPAM1,hsa:6677,sperm adhesion molecule 1
HYAL3,hsa:8372,HYAL-3
HYAL3,hsa:8372,LUCA-3
HYAL3,hsa:8372,LUCA3
HYAL3,hsa:8372,hyaluronidase 3
HYAL2,hsa:8692,LUCA2
HYAL2,hsa:8692,hyaluronidase 2
XYLT1,hsa:64131,DBQD2
XYLT1,hsa:64131,PXYLT1
XYLT1,hsa:64131,XT-I
XYLT1,hsa:64131,XT1
XYLT1,hsa:64131,XTI
XYLT1,hsa:64131,XYLTI
XYLT1,hsa:64131,xylT-I
XYLT1,hsa:64131,xylosyltransferase 1
B4GALT7,hsa:11285,EDSP1
B4GALT7,hsa:11285,EDSSLA
B4GALT7,hsa:11285,EDSSPD1
B4GALT7,hsa:11285,XGALT1
B4GALT7,hsa:11285,XGPT
B4GALT7,hsa:11285,XGPT1
XYLT2,hsa:64132,PXYLT2
XYLT2,hsa:64132,SOS
XYLT2,hsa:64132,XT-II
XYLT2,hsa:64132,XT2
XYLT2,hsa:64132,xylT-II
XYLT2,hsa:64132,xylosyltransferase 2
B3GAT3,hsa:26229,GLCATI
B3GAT3,hsa:26229,JDSCD
B3GAT3,hsa:26229,glcUAT-I
B3GALT6,hsa:126792,ALGAZ
B3GALT6,hsa:126792,EDSP2
B3GALT6,hsa:126792,EDSSPD2
B3GALT6,hsa:126792,SEMDJL1
B3GALT6,hsa:126792,beta3GalT6
CSGALNACT2,hsa:55454,CHGN2
CSGALNACT2,hsa:55454,ChGn-2
CSGALNACT2,hsa:55454,GALNACT-2
CSGALNACT2,hsa:55454,GALNACT2
CSGALNACT2,hsa:55454,PRO0082
CSGALNACT2,hsa:55454,beta4GalNAcT
CSGALNACT2,hsa:55454,chondroitin sulfate N-acetylgalactosaminyltransferase 2
CSGALNACT1,hsa:55790,CSGalNAcT-1
CSGALNACT1,hsa:55790,ChGn
CSGALNACT1,hsa:55790,ChGn-1
CSGALNACT1,hsa:55790,SDJLABA
CSGALNACT1,hsa:55790,beta4GalNAcT
CSGALNACT1,hsa:55790,chondroitin sulfate N-acetylgalactosaminyltransferase 1
CHSY1,hsa:22856,CHSY
CHSY1,hsa:22856,CSS1
CHSY1,hsa:22856,ChSy-1
CHSY1,hsa:22856,TPBS
CHSY1,hsa:22856,chondroitin sulfate synthase 1
CHSY3,hsa:337876,CHSY2
CHSY3,hsa:337876,CSS3
CHSY3,hsa:337876,chondroitin sulfate synthase 3
CHPF2,hsa:54480,CSGLCA-T
CHPF2,hsa:54480,CSGlcAT
CHPF2,hsa:54480,ChSy-3
CHPF2,hsa:54480,chPF-2
CHPF2,hsa:54480,chondroitin polymerizing factor 2
CHPF,hsa:79586,CHSY2
CHPF,hsa:79586,CSS2
CHPF,hsa:79586,chondroitin polymerizing factor
GK,hsa:2710,GK1
GK,hsa:2710,GKD
GK,hsa:2710,glycerol kinase
GK2,hsa:2712,GKP2
GK2,hsa:2712,GKTA
GK2,hsa:2712,glycerol kinase 2
GPAT4,hsa:137964,1-AGPAT_6
GPAT4,hsa:137964,AGPAT6
GPAT4,hsa:137964,LPAAT-zeta
GPAT4,hsa:137964,LPAATZ
GPAT4,hsa:137964,TSARG7
GPAT4,hsa:137964,glycerol-3-phosphate acyltransferase 4
GPAT2,hsa:150763,CT123
GPAT2,hsa:150763,glycerol-3-phosphate acyltransferase 2
GPAT2,hsa:150763,mitochondrial
GPAM,hsa:57678,GPAT
GPAM,hsa:57678,GPAT1
GPAM,hsa:57678,glycerol-3-phosphate acyltransferase
GPAM,hsa:57678,mitochondrial
GPAT3,hsa:84803,AGPAT_10
GPAT3,hsa:84803,AGPAT10
GPAT3,hsa:84803,AGPAT8
GPAT3,hsa:84803,AGPAT9
GPAT3,hsa:84803,HMFN0839
GPAT3,hsa:84803,LPAAT-theta
GPAT3,hsa:84803,MAG1
GPAT3,hsa:84803,glycerol-3-phosphate acyltransferase 3
AGK,hsa:55750,CATC5
AGK,hsa:55750,CTRCT38
AGK,hsa:55750,MTDPS10
AGK,hsa:55750,MULK
AGK,hsa:55750,acylglycerol kinase
AGPAT1,hsa:10554,1-AGPAT1
AGPAT1,hsa:10554,G15
AGPAT1,hsa:10554,LPAAT-alpha
AGPAT1,hsa:10554,LPAATA
AGPAT1,hsa:10554,1-acylglycerol-3-phosphate O-acyltransferase 1
AGPAT2,hsa:10555,1-AGPAT2
AGPAT2,hsa:10555,BSCL
AGPAT2,hsa:10555,BSCL1
AGPAT2,hsa:10555,LPAAB
AGPAT2,hsa:10555,LPAAT-beta
AGPAT2,hsa:10555,1-acylglycerol-3-phosphate O-acyltransferase 2
MBOAT2,hsa:129642,LPAAT
MBOAT2,hsa:129642,LPCAT
MBOAT2,hsa:129642,LPCAT4
MBOAT2,hsa:129642,LPEAT
MBOAT2,hsa:129642,LPLAT_2
MBOAT2,hsa:129642,OACT2
MBOAT2,hsa:129642,membrane bound O-acyltransferase domain containing 2
MBOAT1,hsa:154141,LPEAT1
MBOAT1,hsa:154141,LPLAT
MBOAT1,hsa:154141,LPLAT_1
MBOAT1,hsa:154141,LPSAT
MBOAT1,hsa:154141,OACT1
MBOAT1,hsa:154141,dJ434O11.1
MBOAT1,hsa:154141,membrane bound O-acyltransferase domain containing 1
LCLAT1,hsa:253558,1AGPAT8
LCLAT1,hsa:253558,AGPAT8
LCLAT1,hsa:253558,ALCAT1
LCLAT1,hsa:253558,HSRG1849
LCLAT1,hsa:253558,LYCAT
LCLAT1,hsa:253558,UNQ1849
LCLAT1,hsa:253558,lysocardiolipin acyltransferase 1
AGPAT5,hsa:55326,1AGPAT5
AGPAT5,hsa:55326,LPAATE
AGPAT5,hsa:55326,1-acylglycerol-3-phosphate O-acyltransferase 5
AGPAT3,hsa:56894,1-AGPAT_3
AGPAT3,hsa:56894,LPAAT-GAMMA1
AGPAT3,hsa:56894,LPAAT3
AGPAT3,hsa:56894,1-acylglycerol-3-phosphate O-acyltransferase 3
AGPAT4,hsa:56895,1-AGPAT4
AGPAT4,hsa:56895,LPAAT-delta
AGPAT4,hsa:56895,dJ473J16.2
AGPAT4,hsa:56895,1-acylglycerol-3-phosphate O-acyltransferase 4
MOGAT1,hsa:116255,DGAT2L
MOGAT1,hsa:116255,DGAT2L1
MOGAT1,hsa:116255,MGAT1
MOGAT1,hsa:116255,monoacylglycerol O-acyltransferase 1
MGLL,hsa:11343,HU-K5
MGLL,hsa:11343,HUK5
MGLL,hsa:11343,MAGL
MGLL,hsa:11343,MGL
MGLL,hsa:11343,monoglyceride lipase
MOGAT3,hsa:346606,DC7
MOGAT3,hsa:346606,DGAT2L2
MOGAT3,hsa:346606,MGAT3
MOGAT3,hsa:346606,monoacylglycerol O-acyltransferase 3
MOGAT2,hsa:80168,DGAT2L5
MOGAT2,hsa:80168,DGAT2L5.
MOGAT2,hsa:80168,MGAT2
MOGAT2,hsa:80168,hDC5
MOGAT2,hsa:80168,monoacylglycerol O-acyltransferase 2
LIPC,hsa:3990,HDLCQ12
LIPC,hsa:3990,HL
LIPC,hsa:3990,HTGL
LIPC,hsa:3990,LIPH
LIPC,hsa:3990,lipase C
LIPC,hsa:3990,hepatic type
PNLIP,hsa:5406,PL
PNLIP,hsa:5406,PNLIPD
PNLIP,hsa:5406,PTL
PNLIP,hsa:5406,pancreatic lipase
PNLIPRP1,hsa:5407,PLRP1
PNLIPRP1,hsa:5407,pancreatic lipase related protein 1
PNLIPRP2,hsa:5408,PLRP2
PNLIPRP2,hsa:5408,pancreatic lipase related protein 2 (gene/pseudogene)
PNPLA2,hsa:57104,1110001C14Rik
PNPLA2,hsa:57104,ATGL
PNPLA2,hsa:57104,FP17548
PNPLA2,hsa:57104,PEDF-R
PNPLA2,hsa:57104,TTS-2.2
PNPLA2,hsa:57104,TTS2
PNPLA2,hsa:57104,iPLA2zeta
PNPLA2,hsa:57104,patatin like phospholipase domain containing 2
PNPLA3,hsa:80339,ADPN
PNPLA3,hsa:80339,C22orf20
PNPLA3,hsa:80339,iPLA(2)epsilon
PNPLA3,hsa:80339,patatin like phospholipase domain containing 3
LIPF,hsa:8513,GL
LIPF,hsa:8513,HGL
LIPF,hsa:8513,HLAL
LIPF,hsa:8513,lipase F
LIPF,hsa:8513,gastric type
LIPG,hsa:9388,EDL
LIPG,hsa:9388,EL
LIPG,hsa:9388,PRO719
LIPG,hsa:9388,lipase G
LIPG,hsa:9388,endothelial type
PLPP4,hsa:196051,DPPL2
PLPP4,hsa:196051,PPAPDC1
PLPP4,hsa:196051,PPAPDC1A
PLPP4,hsa:196051,phospholipid phosphatase 4
LPIN1,hsa:23175,PAP1
LPIN1,hsa:23175,lipin 1
LPIN3,hsa:64900,LIPN3L
LPIN3,hsa:64900,SMP2
LPIN3,hsa:64900,dJ620E11.2
LPIN3,hsa:64900,lipin 3
PLPP5,hsa:84513,DPPL1
PLPP5,hsa:84513,HTPAP
PLPP5,hsa:84513,PPAPDC1B
PLPP5,hsa:84513,phospholipid phosphatase 5
PLPP1,hsa:8611,LLP1a
PLPP1,hsa:8611,LPP1
PLPP1,hsa:8611,PAP-2a
PLPP1,hsa:8611,PAP2
PLPP1,hsa:8611,PPAP2A
PLPP1,hsa:8611,phospholipid phosphatase 1
PLPP2,hsa:8612,LPP2
PLPP2,hsa:8612,PAP-2c
PLPP2,hsa:8612,PAP2-g
PLPP2,hsa:8612,PPAP2C
PLPP2,hsa:8612,phospholipid phosphatase 2
PLPP3,hsa:8613,Dri42
PLPP3,hsa:8613,LPP3
PLPP3,hsa:8613,PAP2B
PLPP3,hsa:8613,PPAP2B
PLPP3,hsa:8613,VCIP
PLPP3,hsa:8613,phospholipid phosphatase 3
LPL,hsa:4023,HDLCQ11
LPL,hsa:4023,LIPD
LPL,hsa:4023,lipoprotein lipase
DGKA,hsa:1606,DAGK
DGKA,hsa:1606,DAGK1
DGKA,hsa:1606,DGK-alpha
DGKA,hsa:1606,diacylglycerol kinase alpha
DGKB,hsa:1607,DAGK2
DGKB,hsa:1607,DGK
DGKB,hsa:1607,DGK-BETA
DGKB,hsa:1607,diacylglycerol kinase beta
DGKG,hsa:1608,DAGK3
DGKG,hsa:1608,DGK-GAMMA
DGKG,hsa:1608,diacylglycerol kinase gamma
DGKH,hsa:160851,DGKeta
DGKH,hsa:160851,diacylglycerol kinase eta
DGKQ,hsa:1609,DAGK
DGKQ,hsa:1609,DAGK4
DGKQ,hsa:1609,DAGK7
DGKQ,hsa:1609,diacylglycerol kinase theta
DGKZ,hsa:8525,DAGK5
DGKZ,hsa:8525,DAGK6
DGKZ,hsa:8525,DGK-ZETA
DGKZ,hsa:8525,hDGKzeta
DGKZ,hsa:8525,diacylglycerol kinase zeta
DGKE,hsa:8526,AHUS7
DGKE,hsa:8526,DAGK5
DGKE,hsa:8526,DAGK6
DGKE,hsa:8526,DGK
DGKE,hsa:8526,NPHS7
DGKE,hsa:8526,diacylglycerol kinase epsilon
DGKD,hsa:8527,DGK-delta
DGKD,hsa:8527,DGKdelta
DGKD,hsa:8527,dgkd-2
DGKD,hsa:8527,diacylglycerol kinase delta
DGKI,hsa:9162,DGK-IOTA
DGKI,hsa:9162,diacylglycerol kinase iota
DGAT2,hsa:84649,ARAT
DGAT2,hsa:84649,GS1999FULL
DGAT2,hsa:84649,HMFN1045
DGAT2,hsa:84649,diacylglycerol O-acyltransferase 2
DGAT1,hsa:8694,ARAT
DGAT1,hsa:8694,ARGP1
DGAT1,hsa:8694,DGAT
DGAT1,hsa:8694,DIAR7
DGAT1,hsa:8694,diacylglycerol O-acyltransferase 1
PLCD3,hsa:113026,PLC-delta-3
PLCD3,hsa:113026,phospholipase C delta 3
PIP4K2A,hsa:5305,PI5P4KA
PIP4K2A,hsa:5305,PIP5K2A
PIP4K2A,hsa:5305,PIP5KII-alpha
PIP4K2A,hsa:5305,PIP5KIIA
PIP4K2A,hsa:5305,PIPK
PIP4K2A,hsa:5305,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha
PLCH1,hsa:23007,PLC_eta_1
PLCH1,hsa:23007,PLC-L3
PLCH1,hsa:23007,PLCL3
PLCH1,hsa:23007,phospholipase C eta 1
PLCB1,hsa:23236,DEE12
PLCB1,hsa:23236,EIEE12
PLCB1,hsa:23236,PI-PLC
PLCB1,hsa:23236,PLC-154
PLCB1,hsa:23236,PLC-I
PLCB1,hsa:23236,PLC-beta-1
PLCB1,hsa:23236,PLC154
PLCB1,hsa:23236,PLCB1A
PLCB1,hsa:23236,PLCB1B
PLCB1,hsa:23236,phospholipase C beta 1
PLCE1,hsa:51196,NPHS3
PLCE1,hsa:51196,PLCE
PLCE1,hsa:51196,PPLC
PLCE1,hsa:51196,phospholipase C epsilon 1
PLCB2,hsa:5330,PLC-beta-2
PLCB2,hsa:5330,phospholipase C beta 2
PLCB3,hsa:5331,SMDCD
PLCB3,hsa:5331,phospholipase C beta 3
PLCB4,hsa:5332,ARCND2
PLCB4,hsa:5332,PI-PLC
PLCB4,hsa:5332,phospholipase C beta 4
PLCD1,hsa:5333,NDNC3
PLCD1,hsa:5333,PLC-III
PLCD1,hsa:5333,phospholipase C delta 1
PLCG1,hsa:5335,NCKAP3
PLCG1,hsa:5335,PLC-II
PLCG1,hsa:5335,PLC1
PLCG1,hsa:5335,PLC148
PLCG1,hsa:5335,PLCgamma1
PLCG1,hsa:5335,phospholipase C gamma 1
PLCG2,hsa:5336,APLAID
PLCG2,hsa:5336,FCAS3
PLCG2,hsa:5336,PLC-IV
PLCG2,hsa:5336,PLC-gamma-2
PLCG2,hsa:5336,phospholipase C gamma 2
PIP4K2C,hsa:79837,PIP5K2C
PIP4K2C,hsa:79837,phosphatidylinositol-5-phosphate 4-kinase type 2 gamma
PIP4K2B,hsa:8396,PI5P4KB
PIP4K2B,hsa:8396,PIP5K2B
PIP4K2B,hsa:8396,PIP5KIIB
PIP4K2B,hsa:8396,PIP5KIIbeta
PIP4K2B,hsa:8396,PIP5P4KB
PIP4K2B,hsa:8396,phosphatidylinositol-5-phosphate 4-kinase type 2 beta
PLCZ1,hsa:89869,NYD-SP27
PLCZ1,hsa:89869,PLC-zeta-1
PLCZ1,hsa:89869,PLCzeta
PLCZ1,hsa:89869,SPGF17
PLCZ1,hsa:89869,phospholipase C zeta 1
PLCH2,hsa:9651,PLC-L4
PLCH2,hsa:9651,PLC-eta2
PLCH2,hsa:9651,PLCL4
PLCH2,hsa:9651,PLCeta2
PLCH2,hsa:9651,phospholipase C eta 2
PTEN,hsa:5728,10q23del
PTEN,hsa:5728,BZS
PTEN,hsa:5728,CWS1
PTEN,hsa:5728,DEC
PTEN,hsa:5728,GLM2
PTEN,hsa:5728,MHAM
PTEN,hsa:5728,MMAC1
PTEN,hsa:5728,PTEN1
PTEN,hsa:5728,PTENbeta
PTEN,hsa:5728,TEP1
PTEN,hsa:5728,phosphatase and tensin homolog
PIK3CA,hsa:5290,CCM4
PIK3CA,hsa:5290,CLAPO
PIK3CA,hsa:5290,CLOVE
PIK3CA,hsa:5290,CWS5
PIK3CA,hsa:5290,MCAP
PIK3CA,hsa:5290,MCM
PIK3CA,hsa:5290,MCMTC
PIK3CA,hsa:5290,PI3K
PIK3CA,hsa:5290,PI3K-alpha
PIK3CA,hsa:5290,p110-alpha
PIK3CB,hsa:5291,P110BETA
PIK3CB,hsa:5291,PI3K
PIK3CB,hsa:5291,PI3KBETA
PIK3CB,hsa:5291,PIK3C1
PIK3CD,hsa:5293,APDS
PIK3CD,hsa:5293,IMD14
PIK3CD,hsa:5293,IMD14A
PIK3CD,hsa:5293,IMD14B
PIK3CD,hsa:5293,P110DELTA
PIK3CD,hsa:5293,PI3K
PIK3CD,hsa:5293,ROCHIS
PIK3CD,hsa:5293,p110D
PIK3CG,hsa:5294,PI3CG
PIK3CG,hsa:5294,PI3K
PIK3CG,hsa:5294,PI3Kgamma
PIK3CG,hsa:5294,PIK3
PIK3CG,hsa:5294,p110gamma
PIK3CG,hsa:5294,p120-PI3K
PIP5KL1,hsa:138429,PIPKH
PIP5KL1,hsa:138429,phosphatidylinositol-4-phosphate 5-kinase like 1
PIP5K1C,hsa:23396,LCCS3
PIP5K1C,hsa:23396,PIP5K-GAMMA
PIP5K1C,hsa:23396,PIP5K1-gamma
PIP5K1C,hsa:23396,PIP5Kgamma
PIP5K1C,hsa:23396,phosphatidylinositol-4-phosphate 5-kinase type 1 gamma
PIP5K1B,hsa:8395,MSS4
PIP5K1B,hsa:8395,STM7
PIP5K1B,hsa:8395,phosphatidylinositol-4-phosphate 5-kinase type 1 beta
INPP5B,hsa:3633,5PTase
INPP5B,hsa:3633,inositol polyphosphate-5-phosphatase B
OCRL,hsa:4952,DENT2
OCRL,hsa:4952,Dent-2
OCRL,hsa:4952,INPP5F
OCRL,hsa:4952,LOCR
OCRL,hsa:4952,NPHL2
OCRL,hsa:4952,OCRL-1
OCRL,hsa:4952,OCRL1
OCRL,hsa:4952,OCRL inositol polyphosphate-5-phosphatase
INPP5E,hsa:56623,CORS1
INPP5E,hsa:56623,CPD4
INPP5E,hsa:56623,JBTS1
INPP5E,hsa:56623,MORMS
INPP5E,hsa:56623,PPI5PIV
INPP5E,hsa:56623,pharbin
INPP5E,hsa:56623,inositol polyphosphate-5-phosphatase E
SYNJ1,hsa:8867,DEE53
SYNJ1,hsa:8867,EIEE53
SYNJ1,hsa:8867,INPP5G
SYNJ1,hsa:8867,PARK20
SYNJ1,hsa:8867,synaptojanin 1
SYNJ2,hsa:8871,INPP5H
SYNJ2,hsa:8871,synaptojanin 2
PIK3C2A,hsa:5286,CPK
PIK3C2A,hsa:5286,OCSKD
PIK3C2A,hsa:5286,PI3-K-C2(ALPHA)
PIK3C2A,hsa:5286,PI3-K-C2A
PIK3C2A,hsa:5286,PI3K-C2-alpha
PIK3C2A,hsa:5286,PI3K-C2alpha
PIK3C2A,hsa:5286,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha
INPP4A,hsa:3631,INPP4
INPP4A,hsa:3631,TVAS1
INPP4A,hsa:3631,inositol polyphosphate-4-phosphatase type I A
PIK3C2B,hsa:5287,C2-PI3K
PIK3C2B,hsa:5287,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta
PIK3C2G,hsa:5288,PI3K-C2-gamma
PIK3C2G,hsa:5288,PI3K-C2GAMMA
PIK3C2G,hsa:5288,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma
PIKFYVE,hsa:200576,CFD
PIKFYVE,hsa:200576,FAB1
PIKFYVE,hsa:200576,HEL37
PIKFYVE,hsa:200576,PIP5K
PIKFYVE,hsa:200576,PIP5K3
PIKFYVE,hsa:200576,ZFYVE29
PIKFYVE,hsa:200576,phosphoinositide kinase
PIKFYVE,hsa:200576,FYVE-type zinc finger containing
MTM1,hsa:4534,CNM
MTM1,hsa:4534,MTMX
MTM1,hsa:4534,XLMTM
MTM1,hsa:4534,myotubularin 1
MTMR14,hsa:64419,C3orf29
MTMR14,hsa:64419,myotubularin related protein 14
MTMR3,hsa:8897,FYVE-DSP1
MTMR3,hsa:8897,ZFYVE10
MTMR3,hsa:8897,myotubularin related protein 3
MTMR2,hsa:8898,CMT4B
MTMR2,hsa:8898,CMT4B1
MTMR2,hsa:8898,myotubularin related protein 2
MTMR4,hsa:9110,FYVE-DSP2
MTMR4,hsa:9110,ZFYVE11
MTMR4,hsa:9110,myotubularin related protein 4
PIK3C3,hsa:5289,VPS34
PIK3C3,hsa:5289,hVps34
PIK3C3,hsa:5289,phosphatidylinositol 3-kinase catalytic subunit type 3
PI4KA,hsa:5297,GIDID2
PI4KA,hsa:5297,PI4K-ALPHA
PI4KA,hsa:5297,PIK4CA
PI4KA,hsa:5297,PMGYCHA
PI4KA,hsa:5297,SPG84
PI4KA,hsa:5297,pi4K230
PI4KA,hsa:5297,phosphatidylinositol 4-kinase alpha
PI4KB,hsa:5298,NPIK
PI4KB,hsa:5298,PI4K-BETA
PI4KB,hsa:5298,PI4K92
PI4KB,hsa:5298,PI4KBETA
PI4KB,hsa:5298,PI4KIII
PI4KB,hsa:5298,PI4KIIIBETA
PI4KB,hsa:5298,PIK4CB
PI4KB,hsa:5298,phosphatidylinositol 4-kinase beta
PI4K2B,hsa:55300,PI4KIIB
PI4K2B,hsa:55300,PIK42B
PI4K2B,hsa:55300,phosphatidylinositol 4-kinase type 2 beta
PI4K2A,hsa:55361,PI4KII
PI4K2A,hsa:55361,PIK42A
PI4K2A,hsa:55361,phosphatidylinositol 4-kinase type 2 alpha
CDIPT,hsa:10423,PIS
CDIPT,hsa:10423,PIS1
CDIPT,hsa:10423,CDP-diacylglycerol--inositol 3-phosphatidyltransferase
IMPA1,hsa:3612,IMP
IMPA1,hsa:3612,IMPA
IMPA1,hsa:3612,MRT59
IMPA1,hsa:3612,inositol monophosphatase 1
ISYNA1,hsa:51477,INO1
ISYNA1,hsa:51477,INOS
ISYNA1,hsa:51477,IPS
ISYNA1,hsa:51477,IPS_1
ISYNA1,hsa:51477,IPS-1
ISYNA1,hsa:51477,inositol-3-phosphate synthase 1
INPP5J,hsa:27124,INPP5
INPP5J,hsa:27124,PIB5PA
INPP5J,hsa:27124,PIPP
INPP5J,hsa:27124,inositol polyphosphate-5-phosphatase J
INPP5A,hsa:3632,5PTASE
INPP5A,hsa:3632,inositol polyphosphate-5-phosphatase A
INPP5K,hsa:51763,MDCCAID
INPP5K,hsa:51763,PPS
INPP5K,hsa:51763,SKIP
INPP5K,hsa:51763,inositol polyphosphate-5-phosphatase K
ITPKA,hsa:3706,IP3-3KA
ITPKA,hsa:3706,IP3KA
ITPKA,hsa:3706,inositol-trisphosphate 3-kinase A
ITPKB,hsa:3707,IP3-3KB
ITPKB,hsa:3707,IP3K
ITPKB,hsa:3707,IP3K-B
ITPKB,hsa:3707,IP3KB
ITPKB,hsa:3707,PIG37
ITPKB,hsa:3707,inositol-trisphosphate 3-kinase B
ITPKC,hsa:80271,IP3-3KC
ITPKC,hsa:80271,IP3KC
ITPKC,hsa:80271,inositol-trisphosphate 3-kinase C
ITPK1,hsa:3705,ITRPK1
ITPK1,hsa:3705,inositol-tetrakisphosphate 1-kinase
IPPK,hsa:64768,C9orf12
IPPK,hsa:64768,INSP5K2
IPPK,hsa:64768,IP5K
IPPK,hsa:64768,IPK1
IPPK,hsa:64768,bA476B13.1
IPPK,hsa:64768,inositol-pentakisphosphate 2-kinase
INPP5D,hsa:3635,SHIP
INPP5D,hsa:3635,SHIP-1
INPP5D,hsa:3635,SHIP1
INPP5D,hsa:3635,SIP-145
INPP5D,hsa:3635,hp51CN
INPP5D,hsa:3635,p150Ship
INPP5D,hsa:3635,inositol polyphosphate-5-phosphatase D
INPPL1,hsa:3636,OPSMD
INPPL1,hsa:3636,SHIP2
INPPL1,hsa:3636,inositol polyphosphate phosphatase like 1
INPP5F,hsa:22876,MSTP007
INPP5F,hsa:22876,MSTPO47
INPP5F,hsa:22876,SAC2
INPP5F,hsa:22876,hSAC2
INPP5F,hsa:22876,inositol polyphosphate-5-phosphatase F
SACM1L,hsa:22908,SAC1
SACM1L,hsa:22908,SAC1 like phosphatidylinositide phosphatase
FIG4,hsa:9896,ALS11
FIG4,hsa:9896,BTOP
FIG4,hsa:9896,CMT4J
FIG4,hsa:9896,KIAA0274
FIG4,hsa:9896,SAC3
FIG4,hsa:9896,YVS
FIG4,hsa:9896,dJ249I4.1
