PMID,Img_file_name,StartID,Relation,ReceptorID,GPT_answer
25535693,25535693_page43_1683.jpg,ERK,activate,JNK,Yes
25535693,25535693_page43_1683.jpg,RALGDS,activate,RAS,No
25535693,25535693_page43_1683.jpg,RAC,activate,PDK1,Yes
25535693,25535693_page43_1683.jpg,MEKK,activate,JNK,Yes
25535693,25535693_page48_1695.jpg,HR,activate,HR,No
25557115,25557115_page0_113.jpg,Raf,activate,MEKK,Yes
25557115,25557115_page3_10.jpg,RAL,activate,RALBP1,Yes
25573651,25573651_page6_22.jpg,BiP,activate,IRE1,Yes
25573651,25573651_page6_22.jpg,BiP,activate,IRE1,Yes
25573651,25573651_page6_22.jpg,BiP,activate,BiP,Yes
25573651,25573651_page6_22.jpg,BiP,activate,BiP,Yes
25573651,25573651_page6_22.jpg,E2F,activate,ON,Yes
25573651,25573651_page6_22.jpg,CDK2,activate,RB,Yes
25573651,25573651_page6_22.jpg,IRE1,activate,IRE1,Yes
25573651,25573651_page6_22.jpg,IRE1,activate,IRE1,Yes
25573651,25573651_page6_22.jpg,PERK,activate,PERK,Yes
25573651,25573651_page6_22.jpg,HDAC,inhibit,SUV39H1,Yes
25573651,25573651_page6_22.jpg,HDAC,activate,RB,Yes
25573651,25573651_page6_22.jpg,CDK16,activate,RB,Yes
25573651,25573651_page6_22.jpg,CDK2,activate,P27KIP1,No
25573651,25573651_page6_22.jpg,CDK2,inhibit,P27KIP1,Yes
25573651,25573651_page6_22.jpg,ON,activate,E2F,Yes
25597412,25597412_page7_74.jpg,STAT3,inhibit,STAT3,No
25597412,25597412_page7_74.jpg,STAT3,activate,STAT3,No
25597412,25597412_page7_74.jpg,STAT3,activate,STAT3,No
25597412,25597412_page7_74.jpg,STAT3,activate,STAT3,No
25597412,25597412_page7_74.jpg,STAT3,activate,STAT3,No
25597412,25597412_page7_74.jpg,STAT3,activate,STAT3,No
25597412,25597412_page7_74.jpg,STAT3,activate,STAT3,No
25597412,25597412_page7_74.jpg,STAT3,activate,STAT3,No
25597412,25597412_page7_74.jpg,STAT3,activate,STAT3,No
25597412,25597412_page7_74.jpg,STAT3,activate,STAT3,No
34059647,34059647_page9_160.jpg,STAT3,activate,STAT3,No
34059647,34059647_page9_160.jpg,STAT3,activate,STAT3,No
34059647,34059647_page9_160.jpg,STAT3,activate,STAT3,No
25601485,25601485_page1_29.jpg,PTEN,inhibit,PIP,Yes
25601485,25601485_page1_29.jpg,AKT,activate,PIP,Yes
25601485,25601485_page1_29.jpg,p110,activate,PIP,Yes
25601485,25601485_page1_29.jpg,SOS,activate,p110,No.
25639867,25639867_page8_110.jpg,JAK,activate,STAT3,Yes
29216787,29216787_page19_233.jpg,JAK,activate,STAT3,Yes
31917616,31917616_page46_222.jpg,JAK,activate,STAT3,Yes
32307773,32307773_page3_36.jpg,JAK,activate,STAT3,Yes
33290717,33290717_page2_75.jpg,JAK,activate,STAT3,Yes
25639867,25639867_page8_110.jpg,TCF4,activate,G-CSF,Yes
25686496,25686496_page1_15.jpg,hsa-mir-628,activate,PSTPIP2,No
25686496,25686496_page1_15.jpg,TMEM14A,activate,KDM5B,No
25686496,25686496_page1_15.jpg,RBM5,activate,hsa-mir-628,No
25686496,25686496_page1_15.jpg,RBM5,activate,hsa-mir-628,No
25686496,25686496_page1_15.jpg,KDM5B,activate,hsa-mir-628,No
25686496,25686496_page1_15.jpg,MSRB1,activate,ARL6IP5,No
25686496,25686496_page1_15.jpg,hsa-mir-1271,activate,hsa-mir-628,No
25686496,25686496_page1_15.jpg,hsa-mir-1271,activate,ARL6IP5,No
25760961,25760961_page5_262.jpg,HMGA2,activate,Mcl-1,Yes
25760961,25760961_page5_262.jpg,miR-182,inhibit,RGS17,No
25760961,25760961_page5_262.jpg,BTG2,activate,PDCD4,No
25760961,25760961_page5_262.jpg,EMT,activate,HMGA2,Yes
25784483,25784483_page3_10.jpg,LIMK,inhibit,PAK,Yes
25784483,25784483_page3_10.jpg,ROCK,activate,LIMK,Yes
25784483,25784483_page3_10.jpg,RAC,activate,SSH,No
25784483,25784483_page3_10.jpg,RHO,inhibit,RAC,Yes
25784483,25784483_page3_10.jpg,CACTIN,inhibit,CFL1,No
25784483,25784483_page3_10.jpg,ERK,activate,ROCK,Yes
25784483,25784483_page3_10.jpg,ERK,inhibit,ROCK,No
25784483,25784483_page3_10.jpg,EGFR,activate,LIMK,Yes
25784483,25784483_page3_10.jpg,CACTIN,activate,CFL1,No
25936644,25936644_page0_619.jpg,PPP,activate,ROS,No
26036635,26036635_page5_31.jpg,p53,activate,MIR34A,No
26036635,26036635_page5_31.jpg,AURKA,inhibit,p53,No
26036635,26036635_page5_31.jpg,MIR32,inhibit,AURKA,Yes
27297636,27297636_page2_55.jpg,MIR32,inhibit,AURKA,Yes
26124189,26124189_page6_108.jpg,CML,inhibit,UPA,No
26124189,26124189_page6_108.jpg,MIR181A,inhibit,TALL,No
26124189,26124189_page6_108.jpg,MIR181A,inhibit,CML,No
26124189,26124189_page6_108.jpg,MIR181A,inhibit,OSC,No
26124189,26124189_page6_108.jpg,MIR181A,inhibit,OSC,No
26124189,26124189_page6_108.jpg,MIR181A,inhibit,GRP78,No
26124189,26124189_page6_108.jpg,MIR181A,activate,MIR181A,No
26125230,26125230_page2_9.jpg,p21,activate,BAX,Yes
26125230,26125230_page2_9.jpg,MDM2,activate,p53,Yes
26125230,26125230_page2_9.jpg,BAX,activate,PUMA,Yes
27102150,27102150_page5_20.jpg,BAX,activate,PUMA,Yes
26125230,26125230_page2_9.jpg,p53,activate,p53,No
26134219,26134219_page2_12.jpg,MHC,activate,PD-L1,Yes
26147006,26147006_page6_73.jpg,PI3K,activate,NF-KB,Yes
26147006,26147006_page6_73.jpg,PI3K,inhibit,VEGF,Yes
26182407,26182407_page2_17.jpg,Raf,activate,PI3K,Yes
26182407,26182407_page6_30.jpg,Raf,activate,PI3K,Yes
26182407,26182407_page2_17.jpg,AKT,inhibit,BIM,Yes
27912827,27912827_page2_23.jpg,AKT,inhibit,BIM,Yes
26182407,26182407_page6_30.jpg,Raf,activate,JAK,Yes
26182407,26182407_page6_30.jpg,JAK,activate,STAT,Yes
26802023,26802023_page5_22.jpg,JAK,activate,STAT,Yes
26802023,26802023_page5_24.jpg,JAK,activate,STAT,Yes
30865033,30865033_page1_6.jpg,JAK,activate,STAT,Yes
31010761,31010761_page2_116.jpg,JAK,activate,STAT,Yes
31387256,31387256_page2_203.jpg,JAK,activate,STAT,Yes
32292093,32292093_page2_174.jpg,JAK,activate,STAT,Yes
33435440,33435440_page2_101.jpg,JAK,activate,STAT,Yes
26685983,26685983_page0_57.jpg,KRAS,activate,MEK,Yes
26685983,26685983_page0_57.jpg,KRAS,activate,MEK,Yes
26685983,26685983_page0_57.jpg,EGFR,activate,MEK,Yes
26685983,26685983_page0_57.jpg,EGFR,activate,MEK,Yes
26685983,26685983_page0_57.jpg,MEK,activate,KRAS,Yes
26719121,26719121_page3_11.jpg,R1,activate,R2,No
26719121,26719121_page3_11.jpg,R1,activate,R2,No
26719121,26719121_page3_11.jpg,R1,activate,R2,No
26719121,26719121_page3_11.jpg,R1,activate,R2,No
26719121,26719121_page3_11.jpg,R2,activate,R1,No
26719121,26719121_page3_11.jpg,R2,activate,R1,No
26719121,26719121_page3_11.jpg,R2,activate,R1,No
26719121,26719121_page3_11.jpg,R2,activate,R1,No
26802023,26802023_page2_7.jpg,PI3K,activate,MAPK,Yes
26802023,26802023_page2_7.jpg,PI3K,activate,MAPK,Yes
26802023,26802023_page5_22.jpg,PI3K,activate,MAPK,Yes
26802023,26802023_page2_7.jpg,PI3K,activate,MTOR,Yes
26802023,26802023_page5_22.jpg,PI3K,activate,MTOR,Yes
26802023,26802023_page5_24.jpg,PI3K,activate,MTOR,Yes
26802023,26802023_page2_7.jpg,MAPK,activate,ERK,Yes
26802023,26802023_page2_9.jpg,MAPK,activate,ERK,Yes
26802023,26802023_page5_22.jpg,MAPK,activate,ERK,Yes
26802023,26802023_page5_24.jpg,MAPK,activate,ERK,Yes
30878128,30878128_page2_19.jpg,MAPK,activate,ERK,Yes
31010761,31010761_page2_116.jpg,MAPK,activate,ERK,Yes
26802023,26802023_page2_9.jpg,EML4-ALK,activate,MAPK,Yes
26802023,26802023_page2_9.jpg,EML4-ALK,activate,PI3K,Yes
26802023,26802023_page5_24.jpg,EML4-ALK,activate,PI3K,Yes
26802023,26802023_page5_24.jpg,EML4-ALK,activate,PI3K,Yes
26802023,26802023_page5_24.jpg,EML4-ALK,activate,PI3K,Yes
33225619,33225619_page2_27.jpg,EML4-ALK,activate,PI3K,Yes
26802023,26802023_page5_22.jpg,JAK,activate,PI3K,Yes
31010761,31010761_page2_116.jpg,JAK,activate,PI3K,Yes
26809240,26809240_page5_113.jpg,Bst1,activate,DAZAP1,No
26809240,26809240_page5_113.jpg,Bst1,activate,DAZAP1,No
26809240,26809240_page5_113.jpg,MAGI-2,activate,Bst1,No
26809240,26809240_page5_113.jpg,FAK1,activate,VIL2,No
26809240,26809240_page5_113.jpg,p190RhoGEF,activate,DBL,Yes
26809240,26809240_page5_113.jpg,PTEN,activate,Bst1,No
26809240,26809240_page5_113.jpg,GRB2,activate,Bst1,Yes
26809240,26809240_page5_113.jpg,DOCK2,activate,DOCK4,No
26809240,26809240_page5_113.jpg,VIL2,activate,N-WASP,Yes
26861738,26861738_page4_100.jpg,MTOR,activate,PI3K,Yes
32292093,32292093_page2_174.jpg,MTOR,activate,PI3K,Yes
26861738,26861738_page4_100.jpg,AMPK,inhibit,MTOR,Yes
28208579,28208579_page5_302.jpg,AMPK,inhibit,MTOR,Yes
26893312,26893312_page7_41.jpg,MEK1,activate,Raf,Yes
26893312,26893312_page7_41.jpg,MEK1,activate,ERK,Yes
26898616,26898616_page6_80.jpg,ERK,activate,MAPK,Yes
26922479,26922479_page5_250.jpg,DLG,activate,PI3K,Yes
27066905,27066905_page4_61.jpg,BRAF,activate,MEK,Yes
27066905,27066905_page4_61.jpg,BRAF,activate,MEK,Yes
28109399,28109399_page36_658.jpg,BRAF,activate,MEK,Yes
30231382,30231382_page9_107.jpg,BRAF,activate,MEK,Yes
30231382,30231382_page9_107.jpg,BRAF,activate,MEK,Yes
30231382,30231382_page9_107.jpg,BRAF,activate,MEK,Yes
30231382,30231382_page9_107.jpg,BRAF,activate,MEK,Yes
30231382,30231382_page9_107.jpg,BRAF,activate,MEK,Yes
30231382,30231382_page9_107.jpg,BRAF,activate,MEK,Yes
27066905,27066905_page4_61.jpg,MAPK,activate,MUC5AC,Yes
27066905,27066905_page4_61.jpg,MAPK,activate,MEK,Yes
27912827,27912827_page2_23.jpg,MAPK,activate,MEK,Yes
32292093,32292093_page2_174.jpg,MAPK,activate,MEK,Yes
27066905,27066905_page4_61.jpg,ALK,activate,KRAS,No
27102150,27102150_page3_12.jpg,SOD,activate,DNA,No
27102150,27102150_page3_12.jpg,COPD,activate,DAMAGE,No
27102150,27102150_page3_12.jpg,GSH,activate,SOD,No.
27102150,27102150_page5_20.jpg,GO,activate,PCNA,No.
27102150,27102150_page5_20.jpg,PUMA,activate,HDAC1,No
27102150,27102150_page5_20.jpg,PUMA,activate,HDAC1,No
27102150,27102150_page5_20.jpg,G2,activate,BAX,Yes
27102150,27102150_page5_20.jpg,PUMA,activate,BAX,Yes
27102150,27102150_page5_20.jpg,PCNA,activate,GO,No
27297636,27297636_page2_55.jpg,miR-137,inhibit,ULK2,Yes
27297636,27297636_page2_55.jpg,miR-137,inhibit,IBTK,No
27297636,27297636_page2_55.jpg,KIT,inhibit,IBTK,No
27381269,27381269_page59_356.jpg,RAS,activate,PKC,Yes
27426430,27426430_page27_332.jpg,PD-L2,inhibit,APC,Yes
27426430,27426430_page27_332.jpg,CD28,activate,PD-1,No
27426430,27426430_page27_332.jpg,CD28,inhibit,B7-1,Yes
27426430,27426430_page27_332.jpg,PD-L1,inhibit,PD-1,Yes
31795742,31795742_page11_292.jpg,PD-L1,inhibit,PD-1,Yes
27502726,27502726_page30_99.jpg,P-gp,activate,TOP2A,No
27581786,27581786_page21_97.jpg,CXCL12,activate,AKT1,Yes
27581786,27581786_page21_97.jpg,MMP9,activate,TIMP1,Yes
27581786,27581786_page21_97.jpg,MMP,activate,MMP1,Yes
27581786,27581786_page21_97.jpg,MMP,activate,MMP1,Yes
27581786,27581786_page21_97.jpg,SPARC,activate,TIMP1,Yes
27581786,27581786_page21_97.jpg,TCF3,inhibit,INS,No
27581786,27581786_page21_97.jpg,TIMP2,activate,MMP1,No
27581786,27581786_page21_97.jpg,ERVWE1,activate,AKT1,No
27581786,27581786_page21_97.jpg,VEGFA,activate,AKT1,Yes
27581786,27581786_page21_97.jpg,SNAI2,activate,TIMP1,No
27693505,27693505_page22_391.jpg,NOT,activate,ALK,No
27840927,27840927_page6_16.jpg,EIF3B,activate,EIF3A,No.
27840927,27840927_page6_16.jpg,EIF4A2,activate,EIF3A,Yes
27897231,27897231_page8_167.jpg,AKT,activate,4E-BP1,Yes
27897231,27897231_page8_167.jpg,PI3K,inhibit,AKT,Yes
27912827,27912827_page2_23.jpg,p53,inhibit,BCL2,Yes
27912827,27912827_page2_23.jpg,AKT,inhibit,PTEN,Yes
27912827,27912827_page2_23.jpg,AKT,activate,BIM,Yes
31002952,31002952_page10_228.jpg,AKT,activate,BIM,Yes
28102575,28102575_page1_4.jpg,BCL-W,inhibit,BAX,Yes
28102575,28102575_page1_4.jpg,BCL-W,inhibit,BAX,Yes
28102575,28102575_page1_4.jpg,BMF,inhibit,BCL-W,Yes
28102575,28102575_page1_4.jpg,BMF,inhibit,BCL-W,Yes
28109399,28109399_page36_658.jpg,ERK,activate,CDK4,Yes
28109399,28109399_page36_658.jpg,KRAS,activate,BRAF,Yes
28109399,28109399_page36_658.jpg,RAL,activate,PLD1,No
28109399,28109399_page36_658.jpg,ERK,activate,RHOA,Yes
28109399,28109399_page36_658.jpg,RHOA,activate,FAK,Yes
28208579,28208579_page5_302.jpg,MTOR,inhibit,AMPK,Yes
28208579,28208579_page5_302.jpg,p53,inhibit,FIP200,Yes
28208579,28208579_page5_302.jpg,p53,inhibit,AMPK,Yes
28208579,28208579_page5_302.jpg,BAX,activate,p53,Yes
28208579,28208579_page7_414.jpg,MTORC1,inhibit,4E-BP1,Yes
28208579,28208579_page7_414.jpg,MTORC1,inhibit,ULK1,Yes
29650275,29650275_page1_14.jpg,MTORC1,inhibit,ULK1,Yes
28208579,28208579_page7_414.jpg,MTORC1,activate,p70S6Kb,Yes
28208579,28208579_page7_414.jpg,ERK,activate,MTORC1,Yes
28208579,28208579_page7_414.jpg,AMPK,inhibit,MTORC1,Yes
28208579,28208579_page7_414.jpg,PI3K,activate,MORC2,Yes
28208579,28208579_page7_414.jpg,AMPK,activate,MTORC1,Yes
28208579,28208579_page7_414.jpg,ERK,activate,TSC1,Yes
28208579,28208579_page7_414.jpg,AKT,inhibit,Raf,Yes
28412955,28412955_page10_215.jpg,p65,activate,SNAIL,Yes
28412955,28412955_page10_215.jpg,LKB,activate,P50,Yes
28412955,28412955_page10_215.jpg,SMAD3,activate,NKILA,No
28412955,28412955_page10_215.jpg,IKK,activate,LKB,Yes
28412955,28412955_page10_215.jpg,EMT,activate,SNAIL,Yes
34506873,34506873_page51_161.jpg,EMT,activate,SNAIL,Yes
28412955,28412955_page10_215.jpg,SMAD3,activate,SMAD2,Yes
28412955,28412955_page10_215.jpg,SMAD4,activate,SMAD2,Yes
32750701,32750701_page2_58.jpg,SMAD4,activate,SMAD2,Yes
28412955,28412955_page10_215.jpg,SNAIL,inhibit,EMT,Yes
28412955,28412955_page10_215.jpg,SMAD4,inhibit,SMAD2,Yes
28412955,28412955_page10_215.jpg,SNAIL,activate,EMT,Yes
28412955,28412955_page10_215.jpg,p65,activate,p65,No
28463570,28463570_page18_222.jpg,WD,activate,Raf,Yes
28463570,28463570_page18_222.jpg,WD,activate,EML4,No.
28501728,28501728_page4_38.jpg,TP53,activate,CD82,No
28501728,28501728_page4_38.jpg,TP53,inhibit,TFRC,No
28501728,28501728_page4_38.jpg,PTGS2,activate,TP53,No
28501728,28501728_page4_38.jpg,PTGS2,activate,TP53,No
28501728,28501728_page4_38.jpg,PTGS2,activate,TP53,No
28501728,28501728_page4_38.jpg,TP53,activate,TFRC,No.
28501728,28501728_page4_38.jpg,RND3,activate,TP53,Yes
28501728,28501728_page4_38.jpg,BDNF,activate,TP53,No
28501728,28501728_page4_38.jpg,TP53,inhibit,BDNF,No
28501728,28501728_page4_38.jpg,PTGS2,inhibit,TP53,No
28570035,28570035_page33_71.jpg,SLC2A1,activate,SERPINE,No
28570035,28570035_page35_76.jpg,PGAM,activate,SERPINE,No.
28570035,28570035_page35_76.jpg,PGAM,activate,PGK,Yes
28570035,28570035_page35_76.jpg,PKM,activate,ENO,Yes
28570035,28570035_page35_76.jpg,ENO,activate,PGAM,Yes
28570035,28570035_page35_76.jpg,PGK,activate,GAPDH,Yes
28570035,28570035_page35_76.jpg,ACC,activate,PDH,Yes
28570035,28570035_page35_76.jpg,GAPDH,activate,PGK,No
28570035,28570035_page35_76.jpg,BCAA,inhibit,BCAT,No
28625620,28625620_page1_7.jpg,PI3,activate,PI2,Yes
28717185,28717185_page13_107.jpg,PKC,activate,BAD,Yes
28727543,28727543_page7_41.jpg,EGF,activate,EGFR,Yes
28795492,28795492_page1_3.jpg,SAT3,activate,MTOR,Yes
28795492,28795492_page1_3.jpg,S6K,activate,MTOR,Yes
34323489,34323489_page2_937.jpg,S6K,activate,MTOR,Yes
28795492,28795492_page1_3.jpg,PIP2,activate,PLC-y,Yes
28795492,28795492_page1_3.jpg,CELL,activate,PI3K,Yes
28795492,28795492_page1_3.jpg,PI3K,activate,SAT3,Yes
28990243,28990243_page2_14.jpg,MIR,inhibit,BIM,No
28990243,28990243_page4_28.jpg,ITGB1,inhibit,MIR134,No
28990243,28990243_page4_28.jpg,MIR134,inhibit,VIM,No
28990243,28990243_page4_28.jpg,TGFB,activate,EMT,Yes
28990243,28990243_page4_28.jpg,TGFB,activate,EMT,Yes
28990243,28990243_page4_28.jpg,ITGB1,inhibit,MIR30C,No
28990243,28990243_page4_28.jpg,MIR124,inhibit,SLUG,No
29156447,29156447_page49_104.jpg,SHP-2,activate,PI3K,Yes
29167009,29167009_page3_11.jpg,EML4-ALK,activate,MEK,Yes
29167009,29167009_page3_11.jpg,PD-L1,activate,PD-L1,No
29167009,29167009_page3_11.jpg,MEK,activate,c-Jun,Yes
29167009,29167009_page3_11.jpg,PI3K,activate,PD-L1,Yes
29167009,29167009_page3_11.jpg,PD-L1,inhibit,MHC,Yes
29167009,29167009_page3_11.jpg,MEK,activate,EGFR,Yes
29167009,29167009_page3_11.jpg,PD-L1,activate,MHC,Yes
29191605,29191605_page3_31.jpg,PP5,inhibit,AMPK,Yes
29216787,29216787_page19_233.jpg,ERK,activate,MTOR,Yes
29216787,29216787_page19_233.jpg,AKT,activate,PI3K,Yes
29693703,29693703_page5_14.jpg,AKT,activate,PI3K,Yes
32450595,32450595_page1_61.jpg,AKT,activate,PI3K,Yes
32873398,32873398_page5_145.jpg,AKT,activate,PI3K,Yes
29227909,29227909_page4_84.jpg,MHC,activate,CD28,Yes
29588475,29588475_page2_90.jpg,BAFFR,activate,NIK,No
29588475,29588475_page2_90.jpg,RANK,activate,NIK,No
29588475,29588475_page2_90.jpg,LTBR,activate,NIK,No
29588475,29588475_page2_90.jpg,CD40,activate,NIK,Yes
29650275,29650275_page1_14.jpg,p53,activate,AMPK,No
29650275,29650275_page1_14.jpg,TSC1,inhibit,AKT,Yes
29650275,29650275_page1_14.jpg,AMPK,activate,ULK1,Yes
29650275,29650275_page1_14.jpg,CHK2,activate,p53,Yes
29650275,29650275_page1_14.jpg,MTORC1,activate,ULK1,Yes
29693703,29693703_page4_10.jpg,MPE,activate,HOST,No.
29693703,29693703_page4_10.jpg,HOST,activate,MPE,No
29693703,29693703_page5_14.jpg,PLC,activate,PKC,Yes
29693703,29693703_page5_14.jpg,RAS,activate,MAPK,Yes
31010761,31010761_page2_116.jpg,RAS,activate,MAPK,Yes
29693703,29693703_page5_14.jpg,VEGF,activate,VEGF,No
29693703,29693703_page5_14.jpg,VEGF,activate,VEGF,No
29693703,29693703_page5_14.jpg,VEGF,activate,HIF-1,Yes
29726094,29726094_page4_32.jpg,NCRNA,activate,EMT,No
29726094,29726094_page4_32.jpg,EMT,activate,Met,Yes
29729495,29729495_page44_89.jpg,TSC2,inhibit,RHEB,Yes
29729495,29729495_page44_89.jpg,RHEB,activate,MTOR,Yes
29729495,29729495_page44_89.jpg,ERK1,activate,DNA,Yes
29729495,29729495_page44_89.jpg,ARAF,activate,MEK1,Yes
29729495,29729495_page44_89.jpg,SOS,activate,PI3K,Yes
29729495,29729495_page44_89.jpg,MTOR,activate,DNA,Yes
29729495,29729495_page44_89.jpg,DNA,activate,ERK1,Yes
29729495,29729495_page48_101.jpg,BRAF,activate,BRAF,No
29729495,29729495_page48_101.jpg,BRAF,inhibit,BRAF,No
29729495,29729495_page48_101.jpg,BRAF,inhibit,BRAF,No
29729495,29729495_page48_101.jpg,BRAF,inhibit,BRAF,No
29894909,29894909_page3_53.jpg,K-Ras,activate,TIAM,Yes
29894909,29894909_page3_53.jpg,TIAM,activate,RAC,No
29894909,29894909_page3_53.jpg,PAK,activate,RAC,Yes
29894909,29894909_page3_53.jpg,RAC,activate,PAK,Yes
29894909,29894909_page3_53.jpg,RAC,activate,PAK,Yes
29894909,29894909_page3_53.jpg,RAC,activate,RAC,Yes
29894909,29894909_page3_53.jpg,RAC,activate,RAC,Yes
29894909,29894909_page3_53.jpg,K-Ras,activate,PI3K,Yes
29958628,29958628_page6_182.jpg,SRS,activate,SR,Yes
29958628,29958628_page6_182.jpg,SRS,activate,SR,Yes
29970127,29970127_page12_212.jpg,FAK,activate,ERK1,Yes
29970127,29970127_page12_212.jpg,SRC,activate,AKT,Yes
29970127,29970127_page12_212.jpg,SNAIL,activate,MMP9,No
29970127,29970127_page12_212.jpg,ERK1,activate,SNAIL,Yes
,,AKT,activate,CYCLIN,Yes
30043491,30043491_page32_216.jpg,NEMO,activate,TRIM37,No
30068711,30068711_page34_356.jpg,DO,inhibit,D8,No
30068711,30068711_page34_363.jpg,CRT,inhibit,CRT,No
30068711,30068711_page34_364.jpg,CRT,activate,CRT,No
30068711,30068711_page34_364.jpg,TRAM,activate,CRT,No
30068711,30068711_page34_364.jpg,CRT,inhibit,TRAM,No
30131267,30131267_page2_48.jpg,HRP,activate,HRP,No
30131267,30131267_page2_48.jpg,HRP,activate,HRP,No
30131267,30131267_page2_48.jpg,HRP,activate,HRP,No
30217255,30217255_page26_90.jpg,TF,activate,p38,Yes
30217255,30217255_page26_90.jpg,TF,activate,p38,Yes
30217255,30217255_page26_90.jpg,TF,activate,JNK,Yes
30217255,30217255_page26_90.jpg,MAP2K,activate,ERK,Yes
30217255,30217255_page26_90.jpg,MAP2K,activate,JNK,Yes
30217255,30217255_page26_90.jpg,MAP2K,activate,p38,Yes
30217255,30217255_page26_90.jpg,JNK,activate,TF,Yes
30217255,30217255_page26_90.jpg,p38,activate,JNK,Yes
30217255,30217255_page26_90.jpg,MAP3K,activate,MAP2K,Yes
30217255,30217255_page26_90.jpg,ERK,activate,p38,Yes
30231382,30231382_page9_107.jpg,RAS,activate,NRAS,Yes
30231382,30231382_page9_107.jpg,NRAS,activate,CRAF,Yes
30318082,30318082_page15_89.jpg,EGFR,activate,MTOR,Yes
30362533,30362533_page13_151.jpg,VIM,activate,PDIA3,No
30362533,30362533_page7_91.jpg,SPY,activate,WAS,No
30419315,30419315_page0_223.jpg,AND,activate,DO,No
33130228,33130228_page0_212.jpg,AND,activate,DO,No
30419315,30419315_page26_117.jpg,MIR34A,inhibit,AXL,Yes
30419315,30419315_page26_117.jpg,MIR34A,activate,SNAIL1,No
30419315,30419315_page26_117.jpg,MIR186,activate,TWIST1,No
30419315,30419315_page26_117.jpg,MIR186,inhibit,ZEB1,No
30419315,30419315_page26_117.jpg,SNAIL1,activate,MIR34A,No
30419315,30419315_page26_117.jpg,TWIST1,activate,MIR186,Yes
30419315,30419315_page26_117.jpg,MIR34A,activate,AXL,Yes
30419315,30419315_page28_137.jpg,AMPK,activate,AMOTL1,Yes
30419315,30419315_page28_137.jpg,TEAD,activate,AXL,Yes
30419315,30419315_page28_137.jpg,AMPK,activate,YAP,No
30419315,30419315_page28_137.jpg,EMT,activate,AXL,Yes
30419315,30419315_page29_147.jpg,GAS6,inhibit,AXL,Yes
30419315,30419315_page29_147.jpg,GAS6,inhibit,AXL,Yes
30499220,30499220_page5_50.jpg,PD1,activate,PDL1,Yes
30499220,30499220_page5_50.jpg,PD1,activate,PDL1,Yes
30499220,30499220_page5_50.jpg,PD1,activate,PDL1,Yes
30499220,30499220_page5_50.jpg,PDL1,activate,PD1,Yes
30499220,30499220_page5_50.jpg,PDL1,activate,PD1,Yes
30551551,30551551_page12_252.jpg,VEGFR2,activate,CDC42,No.
30551551,30551551_page12_252.jpg,CDC37,activate,AKT,Yes
30551551,30551551_page12_252.jpg,Bcl-2,inhibit,CCND1,Yes
30551551,30551551_page12_252.jpg,AC,activate,TRADD,Yes
30551551,30551551_page12_252.jpg,TNFR,activate,TRADD,Yes
30551551,30551551_page12_252.jpg,AKT,activate,P27,Yes
30606144,30606144_page2_41.jpg,Pet,activate,Pet,No
30606144,30606144_page2_41.jpg,Pet,activate,Pet,No
30704051,30704051_page3_357.jpg,FMT,activate,CAF,No
30704051,30704051_page3_357.jpg,CAF,activate,EMT,Yes
30865033,30865033_page1_6.jpg,ALK,activate,RAS,Yes
30865033,30865033_page1_6.jpg,RET,activate,JAK,Yes
30878128,30878128_page2_19.jpg,JAK2,activate,RAS,No
30878128,30878128_page2_19.jpg,JAK2,activate,RAS,No
30878128,30878128_page2_19.jpg,JAK2,activate,RAS,No
30878128,30878128_page2_19.jpg,JAK2,activate,RAS,No
30878128,30878128_page2_19.jpg,MEX,activate,ERK,Yes
30878128,30878128_page2_19.jpg,RAS,activate,JAK2,Yes
30878128,30878128_page2_19.jpg,ERK,activate,MEX,Yes
30878128,30878128_page2_19.jpg,RAS,activate,MEX,Yes
30878128,30878128_page2_19.jpg,MAPK,activate,JAK2,Yes
30982492,30982492_page3_44.jpg,FAK,activate,SRC,Yes
30982492,30982492_page3_44.jpg,MIR-21,inhibit,PTEN,Yes
30982492,30982492_page3_44.jpg,CD44,activate,EGFR,Yes
30982492,30982492_page3_44.jpg,FAK,inhibit,MIR-21,Yes
30982492,30982492_page3_44.jpg,NF-KB,activate,FAK,Yes
31002952,31002952_page10_228.jpg,BCL2,inhibit,p53,Yes
31002952,31002952_page10_228.jpg,AKT,inhibit,PIK3CA,Yes
31002952,31002952_page10_228.jpg,BIM,inhibit,AKT,Yes
31010761,31010761_page2_116.jpg,JAK,activate,RAS,Yes
31010761,31010761_page2_116.jpg,JAK,activate,RAS,Yes
31025554,31025554_page1_11.jpg,DEGS,activate,GO,No
31025554,31025554_page1_11.jpg,DEGS,activate,GO,No
31025554,31025554_page1_11.jpg,DEGS,activate,GO,No
31025554,31025554_page1_11.jpg,DEGS,activate,GO,No
31025554,31025554_page1_11.jpg,DEGS,activate,GO,No
31025554,31025554_page1_11.jpg,GO,activate,DEGS,No
31155338,31155338_page4_126.jpg,PPT1,activate,PKC,Yes
31155338,31155338_page4_126.jpg,SMARCA4,activate,ABHD2,No
31155338,31155338_page4_126.jpg,SMYD2,activate,PKC,Yes
31155338,31155338_page4_126.jpg,SMYD2,activate,CHMP4C,No
31172347,31172347_page2_28.jpg,KRAS,activate,TP53,Yes
31172347,31172347_page2_28.jpg,KRAS,activate,STK11,Yes
