starter,starter_KEGG_ID,starter_in,starter_out,starter_total,receiver,receiver_KEGG_ID,receiver_in,receiver_out,receiver_total,relation,PMID,Img,GPT_answer,KEGG_matched
MIR128,None,0,1,1,MIR-10,hsa:10288,8,3,11,activate,34299277,34299277_page21_280.jpg,No,gene not mapped
ESR1,hsa:2099,3,1,4,TMEM97,hsa:27346,1,0,1,activate,34299277,34299277_page21_280.jpg,No,No
MIR96,hsa:407053,0,1,1,MAT2A,hsa:4144,3,0,3,activate,34299277,34299277_page22_300.jpg,No,No
MIR5189,hsa:100847057,1,1,2,MIR24,None,3,0,3,activate,34299277,34299277_page22_301.jpg,No,gene not mapped
TP53,hsa:7157,8,7,15,MIR-10,hsa:10288,8,3,11,activate,34299277,34299277_page22_301.jpg,No,No
TP53,hsa:7157,8,7,15,MIR5189,hsa:100847057,1,1,2,activate,34299277,34299277_page22_301.jpg,No,No
MIR-10,hsa:10288,8,3,11,MIR19B,hsa:406980,1,0,1,activate,34299277,34299277_page22_301.jpg,No,No
MIR135B,hsa:442891,0,1,1,MAT2A,hsa:4144,3,0,3,activate,34299277,34299277_page23_321.jpg,No,No
MIR221,hsa:407006,0,1,1,XYLT2,hsa:64132,1,0,1,activate,34299277,34299277_page23_321.jpg,No,No
PRKACB,hsa:5567,2,1,3,MIL,None,1,3,4,activate,34299277,34299277_page23_322.jpg,No,gene not mapped
MIR133B,hsa:442890,4,2,6,FSCN1,hsa:6624,2,0,2,activate,34299277,34299277_page23_322.jpg,No,No
MIR133B,hsa:442890,4,2,6,FSCN1,hsa:6624,2,0,2,activate,34299277,34299277_page23_322.jpg,No,No
MIR373,hsa:442918,0,2,2,PRKACB,hsa:5567,2,1,3,activate,34299277,34299277_page23_322.jpg,No,No
TNRC6B,hsa:23112,1,1,2,EIF2C1,hsa:26523,1,0,1,activate,34299277,34299277_page23_323.jpg,No,No
MIR23B,hsa:407011,0,1,1,TNRC6B,hsa:23112,1,1,2,activate,34299277,34299277_page23_323.jpg,No,No
EIF2C2,hsa:27161,1,3,4,MIR,hsa:220972,1,2,3,activate,34299277,34299277_page23_323.jpg,No,No
XRCC1,hsa:7515,0,3,3,ERK1,hsa:5595,9,6,15,activate,34374490,34374490_page15_108.jpg,No,No
XRCC1,hsa:7515,0,3,3,ERK1,hsa:5595,9,6,15,activate,34374490,34374490_page15_108.jpg,No,No
SNAIL,hsa:6615,6,5,11,SNAIL,hsa:6615,6,5,11,activate,34506873,34506873_page51_161.jpg,No,No
SNAIL,hsa:6615,6,5,11,SNAIL,hsa:6615,6,5,11,activate,34506873,34506873_page51_161.jpg,No,No
